,Unnamed: 0,cast_id,character,credit_id,gender,id,name,order,profile_path,movies,appearance,budget_array
57,57,2,Nina Banks,52fe44959251416c75039ebd,1,3092,Diane Keaton,1,/fzgUMnbOkxC6E3EFcYHWHFaiKyp.jpg,"[11862, 10440, 2925, 238, 11561, 240, 703, 696, 9819, 242, 18417, 48259, 30890, 18254, 10385, 104301, 15867, 11686, 11215, 24113, 31955, 11982, 149445, 52772, 11846, 11610, 37749, 6964, 42593, 9043, 1257, 12085, 59390, 38357, 55657, 87567, 81167, 89325, 13167, 253235, 32088, 265741, 286521, 333348, 127380, 441728]",46,"[0, 13500000, 26000000, 6000000, 2000000, 13000000, 4000000, 0, 23000000, 54000000, 35000000, 0, 16000000, 32000000, 40000000, 0, 0, 3000000, 0, 90000000, 0, 0, 0, 0, 0, 0, 0, 80000000, 0, 0, 0, 0, 0, 40000000, 0, 35000000, 0, 0, 0, 18000000, 0, 0, 6000000, 17000000, 200000000, 0]"
58,58,3,Franck Eggelhoffer,52fe44959251416c75039ec1,2,519,Martin Short,2,/oZQorXBjTxrdkTJFpoDwOcQ91ji.jpg,"[11862, 75, 9446, 17834, 9837, 8388, 24071, 2614, 10050, 45225, 31608, 12589, 14361, 9016, 11846, 19065, 2778, 7096, 30923, 67445, 13767, 8204, 54648, 80321, 62214, 57089, 149870, 59981, 57738, 171274, 13654, 15165, 316067, 335310, 409447]",35,"[0, 70000000, 0, 28000000, 70000000, 25000000, 0, 0, 10000000, 5000000, 15000000, 25000000, 24000000, 140000000, 0, 17010000, 19000000, 0, 21000000, 0, 12000000, 90000000, 28000000, 145000000, 39000000, 30000000, 30000000, 70000000, 0, 20000000, 0, 0, 0, 0, 0]"
59,59,4,Annie Banks-MacKenzie,52fe44959251416c75039ec5,1,70696,Kimberly Williams-Paisley,3,/nVp4F4VFqVvjh6huOULUQoiAguY.jpg,"[11862, 32502, 59232, 33506, 117179, 11846, 28123, 110147, 45693, 24115, 45792, 271185, 258509, 30768, 412105, 348391]",16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 950000, 0, 0, 0, 0]"
60,60,13,Bryan MacKenzie,52fe44959251416c75039ef3,2,59222,George Newbern,4,/48Ouqe1g8QrZ6qjvap5NvhfKuly.jpg,"[11862, 36259, 30285, 14367, 114719, 18773, 11846, 9783, 13851, 22804, 13358, 103269, 217993, 57680, 16080, 142308, 297556, 282624, 110538, 160718, 43641]",21,"[0, 33500000, 0, 0, 0, 0, 0, 0, 3500000, 11000000, 2000000, 3500000, 3500000, 0, 0, 0, 3500000, 0, 0, 0, 0]"
61,61,14,Matty Banks,52fe44959251416c75039ef7,0,18793,Kieran Culkin,5,/swcqQCMREeGCk6FAxIfczGpFBys.jpg,"[11862, 771, 9821, 10314, 772, 26149, 1715, 16857, 9685, 11846, 10413, 2611, 2611, 22152, 39414, 22538, 44754, 87818, 81828, 31183, 326094]",21,"[0, 18000000, 0, 10000000, 18000000, 27000000, 24000000, 0, 9000000, 0, 0, 0, 0, 1500000, 0, 60000000, 14000000, 6000000, 0, 0, 0]"
62,62,15,Howard Weinstein,52fe44959251416c75039efb,2,14592,BD Wong,6,/o8JUV37KWNorHOabp3zyD756oE3.jpg,"[11862, 329, 2320, 10872, 978, 81367, 10674, 2887, 10551, 11468, 53027, 11846, 8066, 38007, 38940, 12242, 113833, 192623, 250777, 135397, 29812, 256591, 151370, 59557, 365942]",25,"[0, 63000000, 55000000, 11000000, 70000000, 0, 90000000, 0, 0, 18000000, 0, 0, 50000000, 0, 0, 0, 0, 0, 0, 150000000, 0, 50100000, 0, 0, 30000000]"
63,63,16,John MacKenzie,52fe44959251416c75039eff,2,20906,Peter Michael Goetz,7,/a2hLcCidETgwlVyQnYy4kXVKUcn.jpg,"[11862, 2033, 9665, 31947, 11307, 21291, 10725, 23303, 4032, 11846, 172847, 69898, 150140]",13,"[0, 0, 18000000, 10000000, 17000000, 19000000, 17000000, 17000000, 16500000, 0, 0, 0, 0]"
65,65,18,Dr. Megan Eisenberg,52fe44959251416c75039f07,1,209,Jane Adams,9,/HbQfL01xmV1psnh0WvldIBzDg3.jpg,"[11862, 10879, 23333, 22479, 39424, 10683, 24071, 11004, 62677, 26475, 11857, 38, 36351, 11774, 17379, 1440, 4413, 13990, 65403, 47760, 74830, 31046, 141635, 295490, 243688, 385737, 403431]",27,"[0, 45000000, 0, 18000000, 0, 3000000, 0, 35000000, 0, 0, 0, 20000000, 5000000, 140000000, 45000000, 26000000, 70000000, 6000000, 0, 8000000, 0, 0, 0, 0, 35000000, 0, 0]"
66,66,19,Mr. Habib,52fe44959251416c75039f0b,2,26510,Eugene Levy,10,/69IBiDjU1gSqtrcGOA7PA7aEYsc.jpg,"[11862, 10879, 11827, 9304, 16448, 14342, 2619, 2620, 2105, 11153, 23939, 13785, 16888, 16300, 12236, 2770, 9778, 21972, 10678, 13370, 10152, 8273, 11846, 11025, 58669, 113784, 26555, 9074, 8274, 9641, 9975, 7518, 146322, 14799, 8275, 24732, 8277, 18360, 24772, 26320, 16577, 26123, 74387, 71552, 103370, 47631, 58411, 16261, 335310, 127380, 21293]",51,"[0, 45000000, 9300000, 45000000, 0, 0, 8000000, 12000000, 11000000, 15000000, 25000000, 0, 24000000, 0, 0, 30000000, 28000000, 30000000, 20000000, 6000000, 19000000, 55000000, 0, 0, 0, 0, 15000000, 0, 10000000, 60000000, 50000000, 80000000, 0, 12000000, 0, 0, 0, 150000000, 0, 0, 65000000, 0, 0, 50000000, 0, 0, 0, 4000000, 0, 200000000, 0]"
67,67,20,Wife Mrs. Habib,57ffa654c3a3681552000277,1,24358,Lori Alan,11,/mNfJWzuaKgkIaK7CuirXOMosd2h.jpg,"[11862, 25757, 65215, 10681, 22794, 10193, 93456, 77887, 82424, 130925, 278468, 228165, 150540, 260211, 145316, 355338, 424889, 324852]",18,"[0, 0, 0, 180000000, 100000000, 200000000, 76000000, 0, 0, 0, 0, 74000000, 175000000, 0, 0, 0, 0, 80000000]"
68,68,25,Lt. Vincent Hanna,52fe4292c3a36847f80291f5,2,1158,Al Pacino,0,/ks7Ba8x9fJUlP9decBr6Dh5mThX.jpg,"[949, 40628, 11062, 6075, 238, 42314, 9504, 10174, 240, 9366, 1813, 242, 8592, 9008, 9563, 9475, 968, 17443, 9040, 111, 3784, 12150, 27958, 320, 9296, 41760, 1647, 11458, 8046, 27554, 31587, 11162, 24019, 9910, 12701, 3489, 298, 13389, 49511, 42217, 36950, 45485, 74536, 71880, 121824, 173153, 127878, 254023, 256924, 254905, 217919, 373314, 181553]",53,"[60000000, 0, 0, 30000000, 6000000, 0, 12500000, 4, 13000000, 35000000, 57000000, 54000000, 47000000, 90000000, 55000000, 31000000, 1800000, 0, 3000000, 25000000, 0, 19000000, 0, 46000000, 0, 0, 0, 20000000, 54000000, 1645000, 0, 0, 60000000, 35000000, 28000000, 30000000, 85000000, 60000000, 0, 0, 0, 0, 15000000, 79000000, 0, 0, 0, 2000000, 10000000, 4000000, 0, 11000000, 0]"
69,69,26,Neil McCauley,52fe4292c3a36847f80291f9,2,380,Robert De Niro,1,/lvTSwUcvJRLAJ2FB5qFaukel516.jpg,"[949, 524, 103, 3036, 1607, 9566, 819, 68, 769, 240, 311, 1578, 11778, 1598, 9819, 2142, 184, 9410, 586, 117, 5971, 8195, 9535, 11416, 36094, 9013, 11005, 2924, 31582, 21256, 635, 17711, 1597, 11978, 2749, 11371, 39787, 52744, 5851, 13536, 32077, 9932, 262, 42459, 8092, 37774, 10433, 11058, 94771, 31581, 203, 1777, 10555, 42589, 3870, 12637, 22423, 36288, 693, 11096, 73604, 45881, 1247, 9992, 2270, 8944, 13389, 26171, 26765, 71825, 23631, 44113, 39451, 51876, 45485, 49021, 62838, 56591, 78571, 75638, 82693, 103162, 87567, 77663, 112205, 74137, 127878, 137093, 168672, 64807, 242076, 73612, 58219, 61777, 257211, 214137, 274479, 336004, 361671, 291870, 122800, 184341, 369524, 363992]",104,"[60000000, 52000000, 1300000, 45000000, 22000000, 55000000, 44000000, 15000000, 25000000, 13000000, 30000000, 18000000, 15000000, 35000000, 23000000, 15000000, 12000000, 25000000, 15000000, 25000000, 20000000, 55000000, 80000000, 24500000, 23000000, 30000000, 0, 75000000, 0, 0, 17000000, 76000000, 55000000, 32000000, 60000000, 68000000, 0, 0, 85000000, 40000000, 0, 60000000, 20000000, 0, 0, 0, 0, 25000000, 0, 0, 500000, 6000000, 75000000, 0, 9000000, 0, 0, 0, 80000000, 25000000, 0, 0, 85000000, 86000000, 70000000, 25000000, 60000000, 21000000, 0, 0, 20000000, 22000000, 100000000, 27000000, 0, 66000000, 56000000, 0, 0, 14000000, 21000000, 0, 35000000, 0, 30000000, 0, 0, 28000000, 40000000, 40000000, 0, 0, 0, 0, 35000000, 0, 60000000, 8900000, 0, 11500000, 11000000, 20000000, 15000000, 0]"
70,70,27,Chris Shiherlis,52fe4292c3a36847f80291fd,2,5576,Val Kilmer,2,/AlhPeiH8R4reMNGNQ9ag1FPbuW9.jpg,"[949, 78802, 414, 11969, 319, 9306, 10586, 10537, 744, 14370, 10003, 847, 9837, 15556, 53151, 8870, 12509, 31583, 11468, 8764, 24356, 4997, 12146, 2047, 12395, 11169, 16617, 1966, 43670, 24619, 5236, 31979, 7551, 13197, 12177, 13255, 13012, 20542, 168643, 19727, 11699, 23410, 20047, 37931, 32612, 51209, 14552, 78381, 50601, 122930, 84577, 25038, 179154, 151960, 54597, 5494, 192132, 89888, 14142, 51250, 24051, 172390, 67198, 102858, 24235, 170194, 31453, 248946, 33712, 330947]",70,"[60000000, 0, 100000000, 25000000, 12500000, 40000000, 50000000, 38000000, 15000000, 0, 68000000, 35000000, 70000000, 0, 0, 80000000, 6, 4000000, 18000000, 9000000, 0, 5000000, 60000000, 0, 0, 19250000, 27000000, 155000000, 16000000, 5000000, 15000000, 0, 75000000, 8000000, 62000000, 0, 2900000, 40000000, 21000000, 0, 25000000, 0, 0, 10000000, 0, 0, 5000000, 7000000, 20000000, 5000000, 6000000, 0, 6000000, 50000000, 0, 32000000, 0, 0, 0, 10000000, 5000000, 0, 0, 0, 0, 7000000, 0, 0, 0, 10000000]"
71,71,28,Nate,52fe4292c3a36847f8029201,2,10127,Jon Voight,3,/c7BvyqlvqDkfkFqSBUCiR21fvTh.jpg,"[949, 954, 25624, 9360, 10155, 11975, 3116, 11893, 123056, 9798, 16885, 14709, 104896, 10669, 21489, 30547, 31657, 676, 10364, 1995, 9398, 8489, 8326, 38868, 14462, 31117, 2059, 30702, 47350, 31010, 30698, 34309, 9918, 1858, 14123, 14877, 6637, 31658, 7446, 13948, 13150, 12193, 13989, 72494, 47878, 146227, 127878, 87293, 63039, 42303, 253639, 266331, 259316, 153153, 99708, 333596, 369875, 55734, 431261]",59,"[60000000, 80000000, 30000000, 45000000, 19000000, 40000000, 3600000, 9000000, 0, 90000000, 0, 0, 0, 2000000, 0, 0, 3000000, 140000000, 18000000, 115000000, 28000000, 107000000, 20000000, 0, 80000000, 0, 100000000, 0, 0, 0, 0, 25000000, 0, 150000000, 0, 11000000, 130000000, 0, 92000000, 20000000, 30000000, 80000000, 0, 0, 17000000, 18000000, 0, 0, 0, 0, 0, 8000000, 180000000, 0, 0, 12000000, 0, 0, 0]"
72,72,29,Michael Cheritto,52fe4292c3a36847f8029205,2,3197,Tom Sizemore,4,/soINOuacuiThRb2LyPD4tTWve7C.jpg,"[949, 8512, 281, 241, 12160, 11074, 319, 11015, 857, 9798, 9798, 8649, 20761, 12187, 41160, 10461, 8870, 2604, 2453, 676, 1089, 9972, 24254, 2185, 855, 9491, 61265, 6171, 18886, 10538, 15644, 41393, 13200, 31002, 22819, 168676, 136735, 260063, 20789, 15542, 137614, 20177, 81694, 251994, 322518, 44119, 64325, 336167, 297633, 67362, 346079, 359471, 222581, 363890, 383140, 398265, 293093, 228034, 340945, 155706, 391486, 412467, 419747]",63,"[60000000, 27000000, 42000000, 34000000, 63000000, 30, 12500000, 60000000, 70000000, 90000000, 90000000, 32000000, 24000000, 0, 0, 63600000, 80000000, 14000000, 23000000, 140000000, 24000000, 24000000, 0, 40000000, 92000000, 0, 0, 68000000, 35000000, 15000000, 20000000, 2000000, 2500000, 7000000, 0, 0, 0, 0, 0, 4000000, 0, 0, 97, 5000000, 0, 0, 2000000, 0, 0, 0, 0, 2000000, 0, 750000, 0, 0, 0, 7000000, 40000000, 0, 0, 0, 0]"
73,73,30,Justine Hanna,52fe4292c3a36847f8029209,1,6200,Diane Venora,5,/3k7w5Y7gTAxN1JML7jhN8F8rVrS.jpg,"[949, 47939, 20762, 454, 4824, 10354, 143299, 1911, 9008, 10688, 9873, 24679, 2148, 30379, 10725, 96218, 43670, 46503, 15542, 26861, 335874, 32707, 167012]",23,"[60000000, 0, 0, 14500000, 60000000, 0, 0, 160000000, 90000000, 2000000, 0, 0, 58000000, 0, 17000000, 0, 16000000, 0, 4000000, 0, 0, 0, 0]"
74,74,31,Eady,52fe4292c3a36847f802920d,1,15851,Amy Brenneman,6,/xC408loYq7tQlkpS5YH68SoaDND.jpg,"[949, 8839, 30528, 10543, 11228, 77469, 46286, 20067, 11774, 24078, 16022, 3489, 5951, 18273, 37080, 404211, 214075, 214086]",18,"[60000000, 50000000, 0, 0, 80000000, 5000000, 0, 0, 140000000, 0, 0, 30000000, 0, 3000000, 7000000, 0, 0, 4000000]"
75,75,32,Charlene Shiherlis,52fe4292c3a36847f8029211,1,15852,Ashley Judd,7,/3bgmRDt02iGFVjhqCqstVyEeiwG.jpg,"[949, 10149, 47889, 1645, 23223, 9437, 75250, 22796, 10398, 18681, 10564, 12658, 11560, 9583, 1360, 14603, 13572, 15237, 37062, 12526, 7547, 15577, 41127, 23023, 62046, 62837, 117263, 157350, 1731, 227735, 279914, 262500, 84196, 262504, 353378, 352186, 397717]",37,"[60000000, 7000000, 800000, 40000000, 0, 27000000, 0, 20000000, 70000000, 15000000, 15000000, 23000000, 42000000, 27000000, 12000000, 0, 50000000, 20000000, 0, 4000000, 6000000, 25000000, 0, 48000000, 5000000, 37000000, 70000000, 85000000, 0, 36000000, 12000000, 110000000, 0, 110000000, 0, 0, 0]"
76,76,38,Lauren Gustafson,52fe4292c3a36847f8029229,1,524,Natalie Portman,9,/1oEP6OyYZgyLubgJXifx2GO78c7.jpg,"[949, 9283, 101, 9716, 75, 1893, 21349, 10564, 9398, 1894, 2289, 401, 2288, 1895, 7483, 752, 2266, 11515, 4538, 2284, 1989, 12184, 12572, 7445, 43939, 44214, 41630, 10195, 52505, 38319, 44835, 76338, 6418, 86835, 336029, 174751, 374464, 376866, 330947, 11193]",40,"[60000000, 0, 16000000, 20000000, 70000000, 115000000, 23000000, 15000000, 28000000, 120000000, 79000000, 2500000, 27000000, 113000000, 0, 54000000, 13000000, 50000000, 16000000, 0, 10000000, 35000000, 14700000, 26000000, 0, 13000000, 25000000, 150000000, 30000000, 49900000, 7000000, 170000000, 0, 0, 4000000, 25000000, 0, 9000000, 10000000, 0]"
77,77,35,Bosko,52fe4292c3a36847f802921d,2,15854,Ted Levine,10,/7O3vgqgicfNeGr3leC0qB074fjX.jpg,"[949, 97406, 274, 10871, 9770, 9574, 8487, 31618, 9397, 9799, 27418, 8489, 13440, 4997, 10413, 32035, 14462, 13559, 10740, 1904, 9792, 4512, 4982, 11324, 180688, 159932, 207769, 210691, 230179, 297702, 20333, 256962, 20435, 332979, 393172, 326420]",36,"[60000000, 0, 19000000, 37000000, 50000000, 80000000, 170000000, 19000000, 80000000, 38000000, 12000000, 107000000, 0, 5000000, 0, 0, 80000000, 0, 20000000, 85000000, 15000000, 30000000, 100000000, 80000000, 0, 0, 950000, 0, 8500000, 0, 0, 20000000, 0, 6000000, 0, 0]"
78,78,39,Kelso,52fe4292c3a36847f802922d,2,119232,Tom Noonan,11,/cpINV4Q8IeVgSLyKz9ldzzAGr5n.jpg,"[949, 9593, 83718, 28047, 2900, 5549, 11305, 9873, 18391, 5955, 13509, 11454, 10889, 10935, 10725, 7501, 10905, 13249, 14054, 4960, 25983, 102059, 27417, 254193, 291270, 27300]",26,"[60000000, 85000000, 0, 0, 75000000, 35000000, 2800000, 0, 0, 35000000, 12000000, 15000000, 0, 44000000, 17000000, 15000000, 0, 18000000, 0, 21000000, 0, 0, 0, 0, 8000000, 0]"
80,80,42,Alan Marciano,52fe4292c3a36847f802923b,2,5587,Hank Azaria,13,/3vIdbP73nKnKpMAcgGWoALPF2JO.jpg,"[949, 9263, 11000, 11450, 114, 9434, 9444, 9410, 17133, 929, 9466, 9824, 15198, 32274, 11467, 13537, 5966, 26133, 9472, 16358, 31010, 15258, 35, 7942, 28816, 18360, 17610, 31067, 20715, 43347, 50359, 41513, 65759, 86726, 77805, 77931, 19594, 91580, 369697, 363992]",40,"[60000000, 12000000, 31000000, 0, 14000000, 0, 53000000, 25000000, 0, 130000000, 0, 68000000, 28000000, 0, 0, 6000000, 42000000, 0, 20000000, 0, 0, 0, 75000000, 10000000, 0, 150000000, 60000000, 0, 0, 30000000, 63000000, 110000000, 130000000, 0, 10000000, 105000000, 0, 0, 0, 0]"
81,81,34,Detective Casals,52fe4292c3a36847f8029219,2,15853,Wes Studi,14,/2b1hfAOoVjU7HoSbyHzGjl8DWs1.jpg,"[949, 11667, 35588, 581, 9361, 9457, 9824, 15070, 11400, 19995, 13470, 13470, 188161, 218836, 27906, 49429, 56412, 101956, 126306, 97403, 268060, 353610, 56413, 155191, 315955]",25,"[60000000, 35000000, 35000000, 22000000, 40000000, 45000000, 68000000, 20000000, 30000000, 237000000, 0, 0, 0, 50000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
82,82,46,Trejo,52fe4292c3a36847f802924b,2,11160,Danny Trejo,16,/7b8cDfrmeheQbgryfCm7MeJOxxM.jpg,"[949, 755, 8068, 32325, 10173, 9360, 1701, 11702, 6068, 11893, 2155, 26263, 12476, 10054, 9972, 9683, 11468, 20712, 9488, 7451, 18773, 12279, 1428, 9791, 8699, 10213, 12095, 1696, 13075, 10908, 14547, 2082, 13168, 16456, 12683, 17317, 13532, 15423, 21878, 16873, 23127, 34851, 23631, 51620, 55465, 56288, 91550, 68472, 70863, 94380, 91333, 156717, 28090, 60540, 106747, 44745, 140174, 145220, 256474, 259879, 58832, 255268, 169298, 179799, 228326, 151933, 227359, 51939, 36109, 245589, 43754, 251994, 13611, 40537, 64325, 87533, 309887, 89847, 68712, 86215, 24094, 362046, 323792, 285844, 59333, 298026, 347969, 342927, 24235, 298032, 298028, 397873, 403232, 406052, 332210, 419747, 46360, 54471, 402976, 139300, 456098, 43656]",102,"[60000000, 19000000, 7000000, 0, 12000000, 45000000, 75000000, 30000000, 70000000, 9000000, 42000000, 0, 0, 35000000, 24000000, 0, 18000000, 0, 38000000, 70000000, 0, 38000000, 29000000, 0, 26000000, 5000000, 5000000, 0, 2000000, 15000000, 12, 15000000, 0, 0, 4600000, 12000000, 0, 5000000, 7500000, 4000000, 0, 40000000, 20000000, 7000000, 19000000, 27000000, 0, 1500000, 0, 0, 0, 6500000, 4000000, 2000000, 12000000, 1000000, 0, 50000000, 10000000, 0, 1500000, 5500000, 3000000, 0, 50000000, 5200000, 10000000, 0, 1200000, 0, 400000, 5000000, 250000, 3700000, 2000000, 5000000, 5300000, 0, 0, 2000000, 950000, 0, 0, 0, 0, 0, 60000000, 0, 0, 0, 0, 1000000, 4000000, 0, 70000000, 0, 0, 0, 0, 0, 0, 0]"
83,83,47,Hugh Benny,52fe4292c3a36847f802924f,2,9290,Henry Rollins,17,/2E0cZdoJsdt1Lv4waG3s6fsfJeU.jpg,"[949, 9886, 638, 9745, 1282, 10985, 9012, 8961, 16234, 10694, 10070, 16018, 13186, 36746, 14938, 44028, 17577, 137563, 173210, 65291, 124073, 328246, 279690, 344906]",24,"[60000000, 25000000, 15000000, 27000000, 0, 13000000, 5000000, 130000000, 0, 26000000, 0, 0, 4000000, 0, 0, 0, 10000000, 0, 0, 3500000, 0, 0, 0, 0]"
84,84,37,Roger Van Zant,52fe4292c3a36847f8029225,2,886,William Fichtner,18,/apj1bgzZI2efSdJolfp6KjhG8CF.jpg,"[949, 281, 36141, 8744, 686, 10871, 95, 9430, 25166, 19214, 2133, 676, 14034, 855, 7299, 1640, 9291, 13919, 16022, 9920, 41758, 9955, 17035, 16083, 155, 176241, 35056, 47327, 54271, 83186, 152259, 68724, 57201, 168051, 98566, 264656, 47933, 130267, 431261]",39,"[60000000, 42000000, 6500000, 6000000, 90000000, 37000000, 140000000, 6500000, 16000000, 0, 120000000, 140000000, 45000000, 92000000, 20000000, 6500000, 82000000, 0, 0, 30000000, 0, 53000000, 0, 0, 185000000, 0, 55000000, 50000000, 17000000, 0, 10000000, 115000000, 255000000, 0, 125000000, 16000000, 165000000, 0, 0]"
85,85,43,Waingro,52fe4292c3a36847f802923f,2,34839,Kevin Gage,19,/egIApa0PPsHkAwrGnOAUtdqO6CQ.jpg,"[949, 1701, 4421, 11974, 27791, 4133, 7501, 10894, 33459, 39914, 13161, 21878, 17618, 31002, 19237, 115373, 43754, 287524, 13803, 315024, 200511, 381645]",22,"[60000000, 75000000, 50000000, 18000000, 1100000, 53000000, 15000000, 500000, 0, 0, 0, 7500000, 0, 7000000, 0, 0, 400000, 1, 6000000, 0, 0, 0]"
86,86,44,Elaine Cheritto,52fe4292c3a36847f8029243,1,4158,Susan Traylor,20,/A3ZpoAui1ure4Nx2b83wUMI8lvv.jpg,"[949, 577, 8973, 38295, 125263, 293, 17170, 27583, 38753, 39193, 141635, 308024]",12,"[60000000, 20000000, 0, 18000000, 0, 0, 0, 0, 8000000, 0, 0, 0]"
89,89,54,Dr. Bob,52fe4292c3a36847f802926b,2,12799,Jeremy Piven,23,/qtho4ZUcValnVvscTGgyWfUr4VP.jpg,"[949, 6, 34170, 10608, 18129, 9434, 9437, 39424, 28047, 2028, 18282, 10403, 10029, 11068, 13346, 19150, 5994, 5175, 9778, 855, 11635, 14425, 11329, 4256, 14844, 31395, 163869, 37019, 50536, 9910, 21014, 920, 7516, 4349, 13809, 17803, 19905, 291554, 56288, 75345, 77957, 72197, 86843, 121831, 137113, 93837, 189, 253295, 188222, 31907]",50,"[60000000, 0, 30000000, 0, 0, 0, 27000000, 0, 0, 0, 0, 8000000, 30000000, 0, 6000000, 0, 60000000, 90000000, 28000000, 92000000, 24000000, 9000000, 60000000, 48000000, 23000000, 10700000, 0, 8000000, 0, 35000000, 0, 120000000, 17000000, 70000000, 18000000, 0, 10000000, 0, 27000000, 0, 0, 60000000, 0, 0, 178000000, 0, 65000000, 0, 30000000, 0]"
90,90,55,Ralph,52fe4292c3a36847f802926f,2,3982,Xander Berkeley,24,/vlZ9FDMk2Xd1WHixPKxnheZoXgR.jpg,"[949, 568, 32646, 18220, 280, 9802, 11867, 18129, 9529, 9772, 782, 28047, 881, 14924, 15660, 10366, 32043, 19259, 36234, 8584, 10875, 16550, 48313, 66111, 6723, 9698, 24731, 23592, 28448, 14167, 13249, 6145, 8681, 17610, 35203, 23483, 59006, 74998, 22855, 140873, 251519, 157353, 74629, 47517, 249266, 85162, 21791, 43275, 262504, 240737, 339527, 254918, 77261]",53,"[60000000, 52000000, 0, 0, 100000000, 75000000, 0, 0, 6000000, 85000000, 36000000, 0, 40000000, 4000000, 0, 45000000, 0, 0, 4000000, 55000000, 13000000, 0, 0, 0, 10000000, 0, 0, 5400000, 5800000, 1700000, 18000000, 0, 25000000, 60000000, 0, 28000000, 1000000, 17000000, 0, 0, 0, 100000000, 0, 0, 0, 0, 0, 0, 110000000, 0, 0, 0, 0]"
100,100,100,Sergeant Heinz,56be79839251417347004f69,2,58535,Paul Herman,34,/vaK8wxkMeKJdZEdGUufyV0Ma24M.jpg,"[949, 524, 769, 175, 311, 11873, 13715, 2749, 9686, 27418, 2001, 301233, 25196, 82693, 168672, 274479]",16,"[60000000, 52000000, 25000000, 0, 30000000, 13800000, 6500000, 60000000, 15000000, 12000000, 21000000, 0, 7000000, 21000000, 40000000, 60000000]"
102,102,102,Captain Jackson,56be79fa9251417344004ea0,0,6580,Brian Libby,36,/lvY7hpUtU12BUD8mwQqFymnsxFI.jpg,"[949, 278, 9386, 9772, 497, 10117, 27150, 24825, 5876, 73336, 38611, 48457]",12,"[60000000, 25000000, 40000000, 85000000, 60000000, 7000000, 4500000, 0, 18000000, 0, 0, 0]"
105,105,110,Armoured Truck Driver,56be7c61c3a36817ef0052cf,0,43010,"Thomas Rosales, Jr.",39,/ffDrcpKGvjPgpcjd0t9T6EtQ2hz.jpg,"[949, 79593, 1637, 330, 2118, 11808, 9945, 9349, 16620, 5922, 13945, 41759, 951, 2099, 11069, 1538, 6341, 9828, 94380, 136797, 119450, 38017]",22,"[60000000, 14000000, 30000000, 73000000, 35000000, 60000000, 20000000, 23000000, 6500000, 0, 4000000, 6000000, 15000000, 8500000, 4000000, 65000000, 22000000, 3700000, 0, 66000000, 170000000, 0]"
108,108,115,"Solenko, Restaurant Manager (uncredited)",56be7e6e92514173590052b3,2,4971,Bud Cort,42,/mwCVkL9BG1ZCF9icbcKjE8TCS7H.jpg,"[949, 278939, 36259, 343, 2887, 4338, 1832, 20770, 12509, 318, 24470, 77985, 651, 14892, 5205, 42713, 26525, 19596, 421, 31909, 51956, 198001, 5898, 90517, 309809]",25,"[60000000, 0, 33500000, 1200000, 0, 0, 10000000, 1200000, 6, 8000000, 0, 0, 3500000, 0, 1000000, 0, 0, 0, 50000000, 12000000, 0, 0, 2000000, 0, 64000000]"
111,111,49,Construction Clerk,52fe4292c3a36847f8029257,2,4790,Martin Ferrero,45,/gTIclBDE9q6TFmOx7JIn32zTaVk.jpg,"[949, 8012, 329, 13698, 9876, 33762, 22167, 2609, 2575, 21362, 11890, 44664, 38916]",13,"[60000000, 30250000, 63000000, 0, 0, 8700000, 3000000, 0, 21000000, 0, 35000000, 0, 0]"
130,130,133,Ellis (uncredited),56d48f67925141799e013151,2,1584544,Philip Ettington,64,,"[949, 680, 278, 424, 274, 1592, 9802, 429, 600, 33, 983, 578, 9366, 2142, 1669, 8741, 345, 10648, 2133, 5551, 681, 711, 9740, 853, 10551, 14807, 9533, 3131, 11463, 322, 10536, 10166, 70627, 5902, 42345, 4553, 4836, 254, 12701, 58, 27123]",41,"[60000000, 8000000, 25000000, 22000000, 19000000, 30000000, 75000000, 1200000, 17000000, 14000000, 0, 7000000, 35000000, 15000000, 30000000, 52000000, 65000000, 0, 120000000, 65000000, 7200000, 43000000, 87000000, 68000000, 0, 0, 78000000, 100000000, 12000000, 25000000, 3000000, 0, 0, 22000000, 11000000, 5000000, 6500000, 207000000, 28000000, 200000000, 0]"
